sha256	14	0	0	0	0
sha256	15	0	0	0	0
sha256	16	0	0	0	0
sha256	17	0	0	0	0
sha256	18	0	0	0	0
sha256	19	0	0	0	0
sha256	20	0	0	0	0
sha256	21	0	0	0	0
sha256	22	0	0	0	0
sha256	23	0	0	0	0
sha256	24	0	0	0	0
sha256	25	0	0	0	0
sha256	26	0	0	0	0
sha256	27	0	0	0	0
sha256	28	0	0	0	0
sha256	29	0	0	0	0
sha256	30	0	0	0	0
sha256	31	1	1	1	1
sha256	32	0	0	0	0
sha256	33	0	0	0	0
sha256	34	0	0	0	0
sha256	35	0	0	0	0
utf8	0	0	0	0	0
utf8	1	0	0	0	0
utf8	2	0	0	0	0
utf8	3	0	0	0	0
utf8	4	0	0	0	0
utf8	5	0	0	0	0
utf8	6	0	0	0	0
utf8	7	0	0	0	0
utf8	8	0	0	0	0
utf8	9	0	1	1	0
utf8	10	0	1	0	0
utf8	11	0	1	1	0
utf8	12	0	1	1	0
utf8	13	0	0	0	0
utf8	14	0	0	0	0
utf8	15	1	1	1	1
utf8	16	0	0	0	0
utf8	17	0	0	0	0
utf8	18	0	0	0	0
utf8	19	0	0	0	0
